#OTU_ID	R1_A_D1	R1_A_D2	R1_B_D1	R1_B_D2	R1_C_D1	R1_C_D2	R2A_A_D1	R2A_A_D2	R2A_B_D1	R2A_B_D2	R2A_C_D1	R2A_C_D2	R2_A_D1	R2_A_D2	R2_B_D1	R2_B_D2	R2_C_D1	R2_C_D2	SF2_A_D1	SF2_A_D2	SF2_B_D1	SF2_B_D2	SF2_C_D1	SF2_C_D2	Consensus lineage	Kingdom	Phylum	Class	Order	Family	Genus
699	0	0	0	1	1	0	318	52	133	30	31	5	0	0	0	0	0	0	56	89	107	129	147	49	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__GCA004;f__GCA004OR;g__GCA004OR	Bacteria	Chloroflexi	Anaerolineae	GCA004	GCA004OR	GCA004OR
701	0	0	0	0	0	1	136	248	460	23	243	10	2	1	1	2	0	3	1	1	2	1	8	1	k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae;g__Cand. Solibacter	Bacteria	Acidobacteria	Solibacteres	Solibacterales	Solibacteraceae	Cand. Solibacter
702	33	61	100	117	59	88	80	27	86	3	10	2	125	41	44	124	46	29	4	6	9	4	18	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__ErythrobacteraceaeFA	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	ErythrobacteraceaeFA
703	50	62	139	98	75	47	0	0	0	1	0	0	12	27	66	36	255	128	0	0	0	2	0	0	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__AlcaligenaceaeFA	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	AlcaligenaceaeFA
704	0	0	0	0	0	0	0	2	1	10	122	103	0	1	0	0	0	0	0	49	0	0	0	38	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__ChromatialesOR;g__ChromatialesOR	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	ChromatialesOR	ChromatialesOR
705	87	70	185	126	55	77	19	4	4	1	3	0	46	64	106	56	131	41	5	4	4	2	9	1	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Jannaschia	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Jannaschia
706	0	0	0	0	0	0	9	0	3	1	7	1	0	0	0	0	0	0	361	57	72	73	529	21	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae;g__DesulfobulbaceaeFA	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	DesulfobulbaceaeFA
707	0	0	0	0	0	0	0	6	16	694	197	141	0	0	0	0	0	0	1	10	1	2	20	28	k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Spirochaetales;f__Spirochaetaceae;g__Spirochaeta	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Spirochaeta
708	48	117	36	45	63	32	113	11	10	0	0	0	10	13	90	15	173	15	0	0	1	0	1	0	k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__Flammeovirgaceae;g__Roseivirga	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Flammeovirgaceae	Roseivirga
709	0	0	1	2	0	8	0	0	2	0	0	0	43	993	18	23	5	18	0	0	1	1	0	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfohalobiaceae;g__Desulfovermiculus	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfohalobiaceae	Desulfovermiculus
710	0	0	1	0	0	0	0	9	6	38	4	33	0	0	0	6	0	0	11	362	4	6	28	434	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__ChromatialesOR;g__ChromatialesOR	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	ChromatialesOR	ChromatialesOR
711	31	14	99	10	85	273	0	0	1	0	0	0	43	119	117	66	36	58	0	2	34	28	2	66	k__Bacteria;p__CCM11b;c__CCM11bPH;o__CCM11bPH;f__CCM11bPH;g__CCM11bPH	Bacteria	CCM11b	CCM11bPH	CCM11bPH	CCM11bPH	CCM11bPH
712	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	144	77	253	222	386	39	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__O4D2Z37;f__O4D2Z37OR;g__O4D2Z37OR	Bacteria	Chloroflexi	Anaerolineae	O4D2Z37	O4D2Z37OR	O4D2Z37OR
713	0	2	0	0	0	1	0	0	1	0	0	0	57	27	104	82	73	699	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfohalobiaceae;g__Desulfovermiculus	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfohalobiaceae	Desulfovermiculus
714	7	11	5	2	12	10	423	69	492	4	18	3	7	0	9	0	6	3	0	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__Saprospiraceae;g__SaprospiraceaeFA	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Saprospiraceae	SaprospiraceaeFA
715	110	203	159	38	73	53	0	0	0	0	0	0	1	5	8	5	3	1	0	2	17	12	0	4	k__Bacteria;p__Caldiserica;c__OP5;o__BA129;f__ML635J-28;g__ML635J-28FA	Bacteria	Caldiserica	OP5	BA129	ML635J-28	ML635J-28FA
716	61	101	9	23	6	46	655	7	0	0	2	0	8	28	21	42	3	56	0	0	1	2	2	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales Family XII. Incertae Sedis;g__Clostridiales Family XII. Incertae SedisFA	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XII. Incertae Sedis	Clostridiales Family XII. Incertae SedisFA
717	0	0	0	0	0	0	12	22	226	62	639	146	0	0	0	0	0	0	2	0	0	1	0	0	k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__Flammeovirgaceae	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Flammeovirgaceae	FlammeovirgaceaeFA
718	1	0	0	0	0	0	157	254	389	42	134	2	0	1	0	0	0	0	27	27	20	19	32	5	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Sinobacteraceae;g__SinobacteraceaeFA	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	SinobacteraceaeFA
719	22	7	149	7	137	296	2	1	1	0	0	0	45	39	149	137	30	46	2	8	0	0	2	7	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__ClostridialesOR;g__ClostridialesOR	Bacteria	Firmicutes	Clostridia	Clostridiales	ClostridialesOR	ClostridialesOR
720	40	27	35	21	94	55	0	1	0	1	0	0	9	53	41	49	35	45	0	0	4	1	0	0	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Haloarcula	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Haloarcula
721	0	0	0	0	0	0	66	64	74	23	230	638	0	0	0	0	0	0	1	2	0	0	0	0	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SJA-101;f__SHA-31;g__SHA-31FA	Bacteria	Chloroflexi	Anaerolineae	SJA-101	SHA-31	SHA-31FA
722	0	0	0	0	0	0	43	9	13	10	5	0	0	0	0	0	0	0	166	276	109	105	282	79	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__OM60;g__OM60FA	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	OM60	OM60FA
723	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	0	0	0	106	102	315	283	192	88	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BacteroidalesOR;g__BacteroidalesOR	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	BacteroidalesOR	BacteroidalesOR
724	15	8	17	7	33	25	22	3	5	1	6	187	2	17	24	7	13	5	3	13	58	27	32	143	k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__GemmatimonadetesCL;f__GemmatimonadetesCL;g__GemmatimonadetesCL	Bacteria	Gemmatimonadetes	Gemmatimonadetes	GemmatimonadetesCL	GemmatimonadetesCL	GemmatimonadetesCL
725	68	21	128	163	36	33	0	0	0	0	0	0	323	99	43	136	7	23	0	0	1	0	0	0	k__Archaea;p__Crenarchaeota;c__pMC2A209;o__pMC2A209CL;f__pMC2A209CL;g__pMC2A209CL	Archaea	Crenarchaeota	pMC2A209	pMC2A209CL	pMC2A209CL	pMC2A209CL
726	93	36	54	20	96	35	0	0	0	0	1	0	99	115	114	24	288	13	0	0	5	6	17	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Marinilabiaceae;g__MarinilabiaceaeFA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinilabiaceae	MarinilabiaceaeFA
727	0	0	0	0	0	0	131	306	540	41	68	2	0	0	0	0	0	0	0	0	1	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__RhodospirillaceaeFA	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	RhodospirillaceaeFA
728	62	91	97	178	103	69	0	0	2	0	0	0	34	40	73	24	164	52	0	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__Balneolaceae;g__BalneolaceaeFA	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Balneolaceae	BalneolaceaeFA
729	0	0	0	0	0	0	79	347	268	58	270	59	0	0	0	0	0	0	2	0	0	1	1	0	k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__OpitutaeCL;f__OpitutaeCL;g__OpitutaeCL	Bacteria	Verrucomicrobia	Opitutae	OpitutaeCL	OpitutaeCL	OpitutaeCL
730	0	0	0	1	0	0	20	459	222	57	303	14	0	0	0	0	0	0	0	2	2	2	1	1	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GammaproteobacteriaCL;f__GammaproteobacteriaCL;g__GammaproteobacteriaCL	Bacteria	Proteobacteria	Gammaproteobacteria	GammaproteobacteriaCL	GammaproteobacteriaCL	GammaproteobacteriaCL
731	18	8	47	8	121	106	1	1	0	0	0	0	11	26	84	41	44	47	0	0	7	6	2	6	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__HalobacteriaceaeFA	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	HalobacteriaceaeFA
732	0	0	0	0	0	0	196	283	397	55	112	19	0	0	0	0	0	0	7	4	0	1	8	0	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__DRC31;f__DRC31OR;g__DRC31OR	Bacteria	Chloroflexi	Anaerolineae	DRC31	DRC31OR	DRC31OR
733	0	1	0	0	1	0	0	10	20	314	182	547	0	0	0	0	1	1	0	0	1	0	0	2	k__Bacteria;p__Chloroflexi;c__SOGA31;o__SOGA31CL;f__SOGA31CL;g__SOGA31CL	Bacteria	Chloroflexi	SOGA31	SOGA31CL	SOGA31CL	SOGA31CL
734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	45	180	174	588	48	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__OPB11;f__OPB11OR;g__OPB11OR	Bacteria	Chloroflexi	Anaerolineae	OPB11	OPB11OR	OPB11OR
735	0	0	0	0	0	0	79	3	21	67	5	0	0	0	0	0	0	0	108	258	101	96	222	120	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae;g__DesulfobulbaceaeFA	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	DesulfobulbaceaeFA
736	0	0	0	0	0	0	0	1	1	66	0	0	0	2	0	0	0	0	25	33	280	231	276	162	k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__PhycisphaeraeCL;f__PhycisphaeraeCL;g__PhycisphaeraeCL	Bacteria	Planctomycetes	Phycisphaerae	PhycisphaeraeCL	PhycisphaeraeCL	PhycisphaeraeCL
737	0	0	0	0	0	0	3	0	15	366	48	194	0	0	0	0	0	0	4	83	25	29	161	148	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BacteroidalesOR;g__BacteroidalesOR	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	BacteroidalesOR	BacteroidalesOR
738	1	2	0	1	0	1	0	4	2	0	0	0	6	21	1	1	0	0	0	1	40	32	16	111	k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__GemmatimonadetesCL;f__GemmatimonadetesCL;g__GemmatimonadetesCL	Bacteria	Gemmatimonadetes	Gemmatimonadetes	GemmatimonadetesCL	GemmatimonadetesCL	GemmatimonadetesCL
739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	9	252	255	469	49	k__Bacteria;p__TG3;c__TG3-1;o__GN09;f__GN09OR;g__GN09OR	Bacteria	TG3	TG3-1	GN09	GN09OR	GN09OR
740	119	62	45	31	182	38	0	0	0	0	0	0	16	82	66	49	33	12	0	0	93	88	13	72	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__HalobacteriaceaeFA	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	HalobacteriaceaeFA
741	0	0	0	0	0	2	286	43	215	22	37	4	1	4	1	2	0	4	82	90	39	31	182	17	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Porphyrobacter	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Porphyrobacter
742	0	0	0	0	0	0	466	63	519	6	8	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolinaceae;g__Levilinea	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolinaceae	Levilinea
743	0	0	0	0	0	0	0	9	0	70	146	794	0	0	0	0	0	0	0	6	7	1	8	18	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BacteroidalesOR;g__BacteroidalesOR	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	BacteroidalesOR	BacteroidalesOR
744	0	0	0	0	0	0	0	44	12	604	213	192	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Acidobacteria;c__AcidobacteriaPH;o__AcidobacteriaPH;f__AcidobacteriaPH;g__AcidobacteriaPH	Bacteria	Acidobacteria	AcidobacteriaPH	AcidobacteriaPH	AcidobacteriaPH	AcidobacteriaPH
745	0	0	0	0	0	1	248	170	203	28	389	19	0	0	2	0	0	0	1	0	1	2	0	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Solirubrobacterales;f__SolirubrobacteralesOR;g__SolirubrobacteralesOR	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	SolirubrobacteralesOR	SolirubrobacteralesOR
747	0	0	0	0	0	0	0	0	5	924	0	5	0	0	0	0	0	0	3	9	20	24	9	61	k__Bacteria;p__GN04;c__5bav_B12;o__5bav_B12CL;f__5bav_B12CL;g__5bav_B12CL	Bacteria	GN04	5bav_B12	5bav_B12CL	5bav_B12CL	5bav_B12CL
748	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	127	86	236	238	300	70	k__Bacteria;p__WS3;c__PRR-12;o__SAW1_B6;f__SAW1_B6OR;g__SAW1_B6OR	Bacteria	WS3	PRR-12	SAW1_B6	SAW1_B6OR	SAW1_B6OR
749	1	0	10	2	3	2	0	0	0	0	0	0	1	1	3	0	0	0	27	7	131	134	560	100	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae;g__DesulfobulbaceaeFA	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	DesulfobulbaceaeFA
750	55	17	93	34	94	149	1	1	1	0	0	0	153	96	79	183	32	43	0	0	0	0	0	1	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Euzebiales;f__Euzebiaceae;g__EuzebiaceaeFA	Bacteria	Actinobacteria	Actinobacteria	Euzebiales	Euzebiaceae	EuzebiaceaeFA
751	44	31	72	40	154	94	1	1	3	0	0	0	66	55	114	52	235	52	0	0	0	0	2	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__OM60;g__OM60FA	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	OM60	OM60FA
752	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	77	38	220	240	434	34	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__AnaerolineaeCL;f__AnaerolineaeCL;g__AnaerolineaeCL	Bacteria	Chloroflexi	Anaerolineae	AnaerolineaeCL	AnaerolineaeCL	AnaerolineaeCL
753	0	0	0	0	0	0	0	104	168	28	733	10	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfurellales;f__Desulfurellaceae;g__DesulfurellaceaeFA	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	DesulfurellaceaeFA
754	0	0	0	0	0	0	0	1	0	357	1	9	0	1	1	0	0	1	0	54	19	16	29	526	k__Bacteria;p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales;f__ThermoanaerobacteralesOR;g__ThermoanaerobacteralesOR	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	ThermoanaerobacteralesOR	ThermoanaerobacteralesOR
755	0	0	0	0	0	0	23	5	20	27	1	2	0	0	0	0	0	1	31	56	139	117	435	184	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__MyxococcalesOR;g__MyxococcalesOR	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	MyxococcalesOR	MyxococcalesOR
756	0	0	0	0	0	1	3	1	1	35	0	1	0	6	0	0	0	0	93	214	91	83	270	199	k__Archaea;p__Crenarchaeota;c__C2;o__B10;f__B10OR;g__B10OR	Archaea	Crenarchaeota	C2	B10	B10OR	B10OR
757	0	0	0	0	0	0	0	1	0	48	477	504	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__AlphaproteobacteriaCL;f__AlphaproteobacteriaCL;g__AlphaproteobacteriaCL	Bacteria	Proteobacteria	Alphaproteobacteria	AlphaproteobacteriaCL	AlphaproteobacteriaCL	AlphaproteobacteriaCL
758	32	24	28	27	178	49	0	0	0	0	0	0	262	78	133	179	11	25	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Desulfobacteraceae;g__Desulfococcus	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Desulfobacteraceae	Desulfococcus
759	53	55	47	55	25	66	211	93	63	6	5	0	62	59	39	49	22	33	7	3	16	11	26	5	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Phaeobacter	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Phaeobacter
760	0	0	0	0	0	0	103	38	114	6	14	0	0	0	0	0	0	1	161	194	85	99	180	37	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Sinobacteraceae;g__SinobacteraceaeFA	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	SinobacteraceaeFA
761	24	30	112	46	36	64	6	4	10	1	3	1	90	78	104	177	133	68	0	0	1	0	1	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodovulum	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodovulum
762	30	22	36	30	49	20	0	0	1	0	1	2	94	105	120	48	276	105	0	0	1	1	1	0	k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__PhycisphaeraeCL;f__PhycisphaeraeCL;g__PhycisphaeraeCL	Bacteria	Planctomycetes	Phycisphaerae	PhycisphaeraeCL	PhycisphaeraeCL	PhycisphaeraeCL
764	36	7	186	9	172	229	0	3	2	1	0	0	58	30	98	111	33	34	2	1	1	0	3	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	Bacteria	Firmicutes	Clostridia	Clostridiales	ClostridialesOR	ClostridialesOR
765	0	0	0	0	0	0	1	0	4	7	0	0	0	0	0	0	0	0	166	182	150	139	312	63	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__GCA004;f__GCA004OR;g__GCA004OR	Bacteria	Chloroflexi	Anaerolineae	GCA004	GCA004OR	GCA004OR
766	97	59	37	57	191	26	0	0	0	0	0	0	55	127	85	78	62	76	0	0	3	1	3	2	k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Spirochaetales;f__Spirochaetaceae;g__Spirochaeta	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Spirochaeta
767	203	73	87	65	94	53	0	1	0	0	0	0	14	65	105	8	69	50	0	0	9	8	0	0	k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__Balneolaceae;g__BalneolaceaeFA	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Balneolaceae	BalneolaceaeFA
768	0	0	0	0	0	1	238	173	265	32	132	8	0	0	0	0	0	0	15	75	14	13	35	20	k__Bacteria;p__Planctomycetes;c__Planctomycea;o__Pirellulales;f__PirellulalesOR;g__PirellulalesOR	Bacteria	Planctomycetes	Planctomycea	Pirellulales	PirellulalesOR	PirellulalesOR
769	1	3	8	6	1	1	9	0	0	0	0	0	7	6	207	7	286	4	2	0	1	2	5	15	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	BacteroidalesOR	BacteroidalesOR
770	1	1	0	0	0	0	508	170	204	22	31	1	1	9	5	11	0	14	1	0	2	3	27	9	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GammaproteobacteriaCL;f__GammaproteobacteriaCL;g__GammaproteobacteriaCL	Bacteria	Proteobacteria	Gammaproteobacteria	GammaproteobacteriaCL	GammaproteobacteriaCL	GammaproteobacteriaCL
771	77	11	107	41	50	2	0	0	0	0	0	0	40	5	161	16	197	301	0	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BacteroidalesOR;g__BacteroidalesOR	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	BacteroidalesOR	BacteroidalesOR
772	0	0	12	0	0	1	965	19	1	0	0	0	0	0	0	0	1	0	0	0	1	1	5	3	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__ClostridialesOR;g__ClostridialesOR	Bacteria	Firmicutes	Clostridia	Clostridiales	ClostridialesOR	ClostridialesOR
773	143	121	89	177	67	200	0	0	1	0	0	0	33	20	11	124	5	11	0	1	0	0	0	0	k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales	Bacteria	Synergistetes	Synergistia	Synergistales	SynergistalesOR	SynergistalesOR
774	58	28	42	22	87	81	0	0	1	0	1	0	117	118	138	112	53	71	0	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__Rhodothermaceae;g__Salisaeta	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Rhodothermaceae	Salisaeta
775	3	2	4	4	4	1	0	0	0	0	0	0	4	4	53	1	164	6	0	0	0	0	0	0	k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__Puniceicoccales;f__Puniceicoccaceae;g__PuniceicoccaceaeFA	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	PuniceicoccaceaeFA
776	0	2	12	12	13	10	0	0	1	0	0	0	291	403	84	55	38	89	0	0	0	0	0	0	k__Bacteria;p__Deferribacteres;c__Deferribacteres;o__Deferribacterales;f__Deferribacteraceae;g__DeferribacteraceaeFA	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	Deferribacteraceae	DeferribacteraceaeFA
777	0	0	0	0	0	0	0	46	13	256	233	463	0	1	0	0	0	0	0	1	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;g__PhyllobacteriaceaeFA	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	PhyllobacteriaceaeFA
778	0	0	0	0	0	0	1	0	8	794	2	4	0	0	0	0	0	0	0	12	34	31	77	31	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Pelobacteraceae;g__Pelobacter	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Pelobacteraceae	Pelobacter
779	13	34	43	131	14	8	47	2	24	0	2	0	22	19	54	29	94	235	0	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__Cyclobacteriaceae;g__Cyclobacterium	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Cyclobacteriaceae	Cyclobacterium
780	0	0	0	0	0	0	7	5	25	1	6	1	0	0	0	0	0	0	14	31	367	315	132	106	k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Luteolibacter	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Luteolibacter
781	0	0	0	0	0	0	0	82	26	227	333	338	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__A4b;f__A4bOR;g__A4bOR	Bacteria	Chloroflexi	Anaerolineae	A4b	A4bOR	A4bOR
782	0	0	0	0	0	0	98	58	175	39	49	9	0	0	0	0	0	0	179	87	44	55	190	17	k__Bacteria;p__WS3;c__PRR-12;o__wb1_H11;f__wb1_H11OR;g__wb1_H11OR	Bacteria	WS3	PRR-12	wb1_H11	wb1_H11OR	wb1_H11OR
783	134	94	32	40	323	30	0	0	0	0	0	0	40	58	48	38	51	18	0	0	1	0	0	0	k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Spirochaetales;f__Spirochaetaceae;g__Spirochaeta	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Spirochaeta
784	0	0	0	0	0	0	507	174	130	16	94	64	0	0	0	0	0	0	2	1	1	0	10	0	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SJA-101;f__H5;g__H5FA	Bacteria	Chloroflexi	Anaerolineae	SJA-101	H5	H5FA
785	0	0	0	0	0	0	0	112	5	559	131	178	0	4	0	1	0	0	1	0	0	0	0	3	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__SyntrophobacteraceaeFA	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	SyntrophobacteraceaeFA
