#OTU_ID	R1_A_D1	R1_A_D2	R1_B_D1	R1_B_D2	R1_C_D1	R1_C_D2	R2A_A_D1	R2A_A_D2	R2A_B_D1	R2A_B_D2	R2A_C_D1	R2A_C_D2	R2_A_D1	R2_A_D2	R2_B_D1	R2_B_D2	R2_C_D1	R2_C_D2	SF2_A_D1	SF2_A_D2	SF2_B_D1	SF2_B_D2	SF2_C_D1	SF2_C_D2
1932	0	0	0	0	0	0	13	0	2	0	1	0	0	0	0	0	0	0	52	36	38	41	95	35
1933	0	0	0	0	0	0	106	59	124	8	4	0	0	0	0	0	0	0	3	4	1	0	4	0
1934	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5	12	37	38	188	31
1935	7	3	3	4	17	5	1	0	1	0	0	0	0	18	3	4	3	0	0	0	129	98	0	10
1936	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	29	77	38	30	113	22
1937	2	0	38	69	2	17	0	0	2	5	17	2	32	41	12	18	5	33	0	0	0	0	0	0
1938	0	0	0	0	0	0	6	74	52	21	157	2	0	0	0	0	0	0	0	0	0	0	0	0
1939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	23	50	55	126	36
1940	0	1	0	0	0	0	11	54	32	4	177	33	0	0	0	0	0	0	0	0	0	0	0	0
1941	0	0	0	0	0	0	86	64	110	15	31	0	1	0	0	0	0	0	2	0	0	0	3	0
1942	0	0	0	0	0	0	3	0	2	0	0	0	1	11	0	9	0	6	14	6	108	91	41	18
1943	0	0	0	0	0	0	1	21	11	54	76	143	1	0	0	0	0	0	0	3	0	1	0	0
1944	1	0	0	0	0	0	40	71	76	25	76	17	0	0	0	0	0	0	0	2	2	1	0	0
1945	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	95	111	12	11	73	7
1946	0	0	0	0	0	2	0	0	0	0	0	0	1	109	19	3	4	6	0	0	1	0	0	0
1947	0	0	0	0	0	0	0	6	7	115	55	127	0	0	0	0	0	0	0	0	0	0	1	0
1948	0	0	0	0	0	0	0	153	0	92	17	44	0	0	0	0	0	0	0	0	0	0	0	0
1949	0	0	0	0	1	0	0	0	2	2	0	1	0	0	2	1	0	0	1	50	44	30	18	154
1950	0	0	0	0	0	0	11	2	2	3	4	24	0	0	0	0	1	0	8	25	24	31	89	84
1951	0	0	2	0	0	11	0	0	0	0	0	0	69	24	12	7	18	8	0	0	0	0	0	1
1952	0	0	0	0	0	2	8	1	10	0	3	0	2	53	5	177	0	36	1	3	1	1	1	4
1954	13	3	11	4	14	51	0	0	1	0	1	0	7	16	30	32	9	12	0	0	9	2	5	32
1955	0	0	0	0	0	0	0	1	1	160	51	74	0	0	0	0	0	0	0	0	0	0	1	0
1956	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	95	39	32	27	107	6
1957	0	0	0	0	0	0	28	108	139	10	19	2	0	0	0	0	0	0	0	0	0	0	2	0
1958	0	0	0	0	0	0	5	59	42	17	167	18	0	0	0	0	0	0	0	0	0	0	0	0
1959	0	0	0	0	0	0	6	1	15	106	6	14	0	0	0	0	0	0	2	18	21	17	56	46
1960	0	0	0	0	0	0	14	66	145	16	67	0	0	0	0	0	0	0	0	0	0	0	0	0
1961	0	0	0	0	0	0	139	52	83	7	4	2	0	0	0	0	0	0	12	4	0	1	3	0
1962	0	0	0	0	0	0	60	105	119	3	20	0	0	0	0	0	0	0	0	0	0	0	0	0
1963	0	0	0	0	0	0	142	35	80	29	9	0	0	0	0	0	0	0	0	1	4	7	0	0
1965	0	0	0	0	0	0	140	35	82	3	21	22	0	0	0	0	0	0	2	1	0	0	0	0
1966	27	16	30	9	13	76	0	0	0	0	0	0	24	11	20	25	38	7	0	0	0	0	1	0
1967	0	0	0	0	0	0	12	150	43	13	58	24	0	0	0	0	0	0	2	1	0	2	1	0
1968	0	0	0	0	0	0	3	1	0	0	0	0	0	1	25	0	164	3	0	0	0	0	0	0
1969	16	32	12	11	54	10	0	0	0	0	0	0	7	4	44	8	37	23	0	0	0	0	0	0
1970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	15	53	62	132	32
1971	25	29	26	15	47	33	0	1	0	0	0	0	5	6	16	9	20	2	0	0	1	0	1	3
1972	0	0	0	0	0	0	3	6	10	1	3	2	0	0	0	0	0	0	30	32	35	30	119	34
1973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	26	35	32	111	9
1974	4	3	27	5	24	87	0	0	0	1	0	1	6	28	29	49	9	12	0	0	5	0	0	6
1975	9	16	17	14	7	13	0	0	1	0	0	0	84	9	8	28	55	28	0	0	0	0	0	0
1976	0	0	0	1	0	0	2	0	0	123	11	42	0	1	0	0	0	2	0	10	26	31	5	43
1977	0	0	8	2	0	0	10	6	9	254	3	0	1	3	1	3	1	4	0	0	0	0	0	0
1978	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	36	50	42	29	76	67
1979	1	0	0	0	0	0	60	83	33	40	42	14	1	3	0	0	1	1	1	1	3	1	14	4
1980	0	0	0	0	0	0	0	1	4	95	32	172	0	0	0	0	0	0	0	0	0	0	0	0
1981	0	0	0	1	0	0	12	58	156	20	47	2	0	0	0	0	0	0	1	2	1	0	4	0
1982	0	0	0	0	0	0	92	4	11	19	1	1	0	0	0	0	0	0	54	21	26	25	43	7
1983	0	0	3	1	13	2	1	0	0	0	0	1	0	20	2	0	2	0	1	1	124	86	12	24
1984	1	0	1	0	1	0	0	1	0	68	1	6	3	4	2	2	0	2	1	14	18	11	63	98
1985	0	0	0	0	0	0	0	40	43	154	35	21	0	0	0	0	0	0	0	0	0	0	0	0
1986	0	0	0	0	0	0	58	103	91	10	37	3	0	0	0	0	0	0	0	0	0	0	0	0
1987	0	0	0	0	0	2	0	11	20	176	2	2	0	0	0	0	0	1	0	9	4	2	4	69
1988	3	4	19	4	10	19	0	0	0	0	0	0	9	39	22	14	11	7	1	3	20	24	9	55
1989	1	0	0	0	1	0	26	116	55	18	40	2	1	2	0	0	0	0	6	0	0	1	18	8
1990	0	0	0	0	0	0	5	3	1	3	0	1	0	0	0	0	0	0	85	46	30	28	89	10
1991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	17	58	69	54	4
1992	0	0	2	0	0	4	0	0	1	0	0	0	1	3	4	4	1	1	0	32	2	0	7	227
1993	16	8	25	11	10	11	0	0	0	0	0	0	54	39	10	19	10	87	0	0	0	0	0	1
1995	0	0	0	0	0	0	10	69	33	43	108	34	0	1	0	0	0	0	0	0	0	1	0	0
1996	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	15	123	117	13	27
1997	0	0	0	0	0	0	52	10	55	103	57	2	0	0	0	0	0	0	1	10	2	2	2	4
1999	1	0	0	1	0	1	0	0	1	278	0	1	0	1	1	0	1	0	1	3	3	1	1	2
2000	0	0	1	0	2	0	0	0	2	154	1	3	0	6	1	1	0	0	13	12	22	11	35	33
2001	88	82	11	18	7	7	0	1	0	0	0	0	8	11	16	5	22	16	0	0	0	0	0	0
2002	5	1	7	0	0	31	0	0	0	0	0	0	0	2	2	3	0	0	0	1	90	65	4	73
2004	0	0	0	0	0	0	0	8	5	2	98	3	0	0	0	0	0	0	1	0	0	0	0	15
2005	23	8	20	22	44	30	0	0	0	0	0	0	4	27	22	11	10	39	0	0	4	4	0	0
2006	14	26	29	32	10	46	0	0	1	0	1	0	23	11	20	44	15	21	0	0	0	0	2	0
2007	0	0	0	0	0	0	0	18	2	19	141	116	0	0	0	0	0	0	0	1	0	1	0	0
2008	2	6	9	9	14	3	0	0	0	0	0	0	5	4	51	19	55	69	0	0	0	0	0	1
2009	2	1	15	2	38	8	0	0	0	0	0	0	9	16	31	46	89	13	0	0	0	0	0	0
2010	0	0	0	0	0	0	0	0	3	211	2	81	0	0	0	0	0	0	0	0	0	0	0	0
2011	0	0	0	0	0	0	17	67	64	16	107	21	0	0	0	0	0	0	0	0	0	0	5	0
2012	0	0	0	0	0	0	0	0	1	204	0	0	0	0	0	0	0	0	4	11	7	7	17	35
2013	0	0	0	0	0	0	106	28	11	3	0	0	0	0	0	0	0	0	35	14	20	27	47	6
2014	3	1	2	0	2	1	6	4	5	2	17	22	5	4	0	1	1	2	38	25	31	33	73	17
2015	0	0	0	0	0	0	0	1	2	1	1	17	0	0	0	0	0	0	26	17	40	31	112	49
2016	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	27	34	37	33	141	23
2017	88	4	14	2	17	33	0	0	0	0	0	0	3	21	8	8	12	6	0	0	21	29	3	25
2018	0	0	0	0	0	0	18	2	1	0	3	0	0	0	0	0	0	0	79	49	31	38	75	0
2019	0	0	0	0	0	0	28	57	58	13	128	9	0	0	0	0	0	0	1	1	0	0	1	0
2020	0	0	0	0	0	0	11	94	112	11	67	0	0	0	0	0	1	0	0	0	0	0	0	0
2022	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	43	41	54	49	95	11
2023	0	0	0	0	0	0	68	59	105	6	36	6	0	0	0	0	0	0	0	4	2	0	7	2
2024	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	56	48	65	51	70	2
2025	16	12	17	22	5	12	9	2	19	0	1	0	29	15	14	13	16	46	9	7	3	3	9	2
2026	0	0	0	0	0	0	0	178	23	5	85	2	0	0	0	0	0	0	0	1	0	0	0	0
2027	0	0	0	0	0	0	0	0	2	180	20	82	0	0	0	0	0	0	1	5	0	0	3	0
2028	6	1	20	6	16	70	2	0	1	1	0	1	18	29	24	61	4	23	1	0	2	0	4	3
2029	0	0	0	0	0	5	0	0	0	1	0	0	130	51	5	33	0	41	0	1	9	5	3	1
2030	0	0	0	0	0	0	0	3	0	3	1	2	0	0	0	0	0	0	78	14	44	50	86	13
2032	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	64	60	3	6	137	15
2033	3	4	22	3	23	89	0	0	0	0	0	0	12	32	50	37	3	11	0	0	0	1	0	0
2034	0	0	0	0	0	0	15	93	49	4	131	1	0	0	0	0	0	0	0	0	0	0	0	0
2035	0	0	1	0	0	0	4	78	37	4	136	11	0	0	0	0	1	0	0	1	0	0	3	0
2036	0	0	0	0	0	0	2	0	5	254	1	11	0	0	0	0	0	0	0	8	0	0	7	4
2037	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	83	38	31	23	93	20
2038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	36	28	40	130	13
2039	0	0	0	0	0	0	0	0	0	26	4	117	0	0	0	0	0	0	1	13	7	4	38	82
2040	0	0	0	0	0	0	0	166	25	9	92	0	0	0	0	0	0	0	0	0	0	0	0	0
2042	0	0	0	0	0	0	34	10	236	3	7	0	0	1	0	0	0	0	0	0	0	0	0	0
2043	47	95	5	19	33	13	0	0	0	0	0	0	9	6	5	49	4	3	0	0	1	0	0	0
2044	0	1	7	0	2	10	0	0	0	1	0	0	0	61	21	3	2	1	4	74	26	23	12	33
2045	0	0	0	0	0	0	0	0	3	21	4	6	0	0	0	0	0	0	1	17	43	37	82	76
2046	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	2	59	18	17	106	84
2048	0	0	0	0	0	0	51	41	66	45	65	9	0	0	0	0	0	0	4	1	1	0	7	0
2049	10	39	3	27	12	1	125	6	29	0	1	2	1	0	6	1	14	6	0	0	0	0	0	0
2050	0	0	0	0	0	0	0	0	1	272	0	1	0	0	0	0	0	0	0	1	0	1	1	11
2051	0	0	0	0	0	0	0	0	0	20	1	23	0	0	0	0	0	0	0	92	10	11	63	67
2052	0	0	0	0	0	0	0	1	4	247	2	5	0	0	0	0	0	0	4	6	6	4	7	3
2053	24	32	23	25	30	19	0	1	0	0	0	0	16	5	27	25	34	12	0	0	0	0	0	0
2056	3	10	30	1	4	5	40	1	1	0	0	0	0	8	57	4	61	2	0	0	0	0	0	0
2057	0	0	0	1	0	4	0	1	0	0	1	0	0	79	2	0	0	1	1	0	6	4	1	0
2058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	62	29	43	81	8
2059	0	4	1	5	0	17	0	0	0	0	0	0	51	193	4	1	0	2	0	0	0	0	0	0
2060	0	1	0	0	4	1	0	0	0	0	0	0	11	124	87	7	23	25	0	0	0	0	0	0
2061	40	17	16	18	6	39	0	0	0	0	0	0	29	18	25	30	10	20	0	0	4	1	0	0
2062	0	0	0	0	0	0	37	55	78	24	79	13	0	0	0	0	0	0	0	0	0	0	0	0
2063	0	0	0	0	0	0	0	24	15	20	101	126	0	0	0	0	0	0	0	0	0	0	0	0
2064	0	0	0	0	0	0	4	113	67	22	74	5	0	0	0	0	0	0	0	0	0	0	0	0
2065	0	0	0	0	0	0	59	25	177	10	12	1	0	0	0	0	0	0	0	1	0	0	0	0
2066	0	0	0	1	0	0	0	1	1	11	1	2	0	0	0	0	0	0	26	28	35	40	92	46
2067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	12	2	2	167	1
2068	0	0	0	0	0	0	16	47	13	21	153	24	0	0	0	0	0	0	1	0	0	0	8	0
2069	0	0	0	0	0	0	7	1	7	1	0	1	0	0	0	0	0	0	73	46	32	33	71	12
2070	0	0	0	0	0	0	12	0	9	59	6	39	0	0	0	0	0	0	41	35	13	9	47	14
2071	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	6	21	58	62	62	73
2072	0	0	1	0	0	0	3	0	2	0	2	0	0	0	0	0	0	0	78	17	16	15	146	4
2073	0	0	3	0	1	1	9	1	6	6	3	0	0	16	4	1	4	4	66	26	9	8	93	6
2074	0	0	3	1	1	9	0	0	0	0	0	0	2	5	19	10	1	6	6	9	43	23	77	50
2075	22	10	38	30	28	8	0	0	0	0	0	0	21	20	24	7	24	21	0	0	5	4	1	5
2076	31	20	20	15	83	35	0	0	0	0	0	0	3	6	19	14	18	2	0	0	0	0	0	0
2077	0	0	0	0	0	0	1	0	1	4	0	1	0	0	0	0	0	0	40	59	40	34	69	34
2078	0	0	0	0	0	0	89	9	39	27	9	3	0	0	0	0	0	0	21	24	11	18	18	15
2079	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	1	0	0	0	1	126	121	13	10
2080	0	0	3	0	0	0	1	7	83	46	37	25	1	2	3	1	0	0	1	6	1	4	47	14
2081	0	1	2	0	0	4	0	0	0	0	0	0	0	0	3	1	0	0	0	1	102	80	10	73
2082	7	7	31	21	33	27	0	1	0	0	0	0	23	15	37	33	20	12	0	0	1	0	0	2
2083	10	10	10	10	8	17	0	0	0	1	0	1	10	56	17	6	15	32	1	5	10	12	11	14
2084	0	0	0	0	0	0	13	5	9	1	1	0	0	0	0	0	0	0	46	41	41	41	71	13
2085	0	0	0	0	0	0	0	0	1	265	1	15	0	0	0	0	0	0	0	0	0	0	0	0
2086	0	0	0	0	0	0	0	40	0	3	115	123	0	0	0	0	0	0	0	0	0	0	0	0
2087	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	74	15	43	51	89	8
2088	0	0	0	0	0	0	0	1	1	0	0	0	0	6	0	0	0	0	2	3	65	47	93	59
2089	0	0	0	0	0	0	2	3	12	38	65	132	1	7	5	4	0	0	0	3	2	1	2	0
2090	4	3	0	2	5	1	0	0	0	0	1	0	0	3	3	1	0	1	0	0	139	110	1	7
2091	0	0	0	0	0	0	6	75	146	6	46	0	0	0	0	0	0	0	0	0	0	0	1	0
2092	0	2	0	1	0	0	16	57	80	8	78	4	0	0	1	0	0	1	5	6	3	3	7	0
2093	0	0	0	0	0	0	144	6	103	7	1	0	0	0	0	0	0	0	0	2	2	1	11	3
2094	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	23	47	46	87	71
2095	0	0	0	0	0	0	2	0	1	5	0	0	0	0	0	0	0	0	75	65	32	37	50	13
2096	3	0	2	2	7	12	11	0	4	2	0	0	14	26	14	56	2	10	13	28	17	12	29	12
2097	0	0	0	0	0	0	1	17	21	0	189	6	0	0	1	0	0	0	0	0	0	0	0	0
2099	0	0	0	0	0	0	29	135	94	12	6	0	0	0	0	0	0	0	1	2	1	0	0	0
2100	58	23	5	14	26	4	0	0	0	0	0	1	4	8	13	4	37	74	0	0	0	0	0	0
2101	2	2	30	0	86	6	0	0	0	0	0	0	5	2	56	0	71	0	0	0	0	0	0	0
2102	0	0	0	0	0	0	0	3	2	5	127	140	0	0	0	0	0	0	0	1	0	0	1	0
2103	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	48	50	42	46	78	13
2104	0	0	0	0	0	0	95	34	73	11	35	1	0	0	0	0	0	0	2	10	3	6	9	0
2105	13	40	21	38	18	5	0	0	0	0	0	0	29	14	27	13	34	17	0	0	0	0	0	0
2106	1	2	2	3	1	3	0	0	0	1	0	0	0	6	2	1	0	0	1	3	92	77	34	47
2108	0	0	0	0	0	0	7	1	2	0	2	0	0	0	0	1	0	0	44	20	30	30	125	16
2109	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	58	25	30	32	112	19
2111	0	0	1	6	0	3	2	0	0	0	1	0	1	13	0	0	0	0	1	0	11	7	14	81
2112	19	5	19	3	35	13	0	0	0	0	0	0	4	4	46	4	20	5	2	2	0	1	2	0
2113	0	0	2	0	4	4	0	0	0	7	2	5	6	21	2	10	0	6	2	11	36	44	49	47
2115	0	0	0	0	0	0	0	20	6	60	173	17	0	0	0	0	0	0	0	0	0	0	0	0
2116	5	19	10	16	23	9	3	1	2	0	0	0	0	3	13	1	38	2	0	0	0	0	6	0
2117	0	0	0	0	0	0	114	46	103	6	6	0	0	0	0	0	0	0	0	1	0	0	0	0
2118	20	9	23	6	27	34	0	0	0	0	0	0	6	8	14	7	12	0	0	0	51	36	6	11
2119	0	0	3	0	0	0	0	0	0	0	0	0	36	52	34	15	74	61	0	0	0	0	0	1
2121	0	0	0	0	0	0	8	12	19	4	6	5	0	3	0	0	0	0	19	6	18	18	107	46
2122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	14	45	48	102	13
2123	0	0	0	1	0	0	6	104	63	1	92	6	0	0	0	0	0	0	1	1	0	0	0	0
2124	0	0	0	0	0	0	0	77	8	5	22	163	0	0	0	0	0	0	0	0	0	0	0	0
2127	0	0	0	0	0	0	0	0	6	209	20	32	0	0	0	0	0	0	1	2	0	1	1	1
2128	12	18	10	5	17	6	0	0	0	0	0	0	11	7	34	5	51	80	0	0	0	0	0	0
2129	7	3	2	0	3	4	0	0	0	0	0	0	0	3	2	0	0	0	0	0	118	90	5	34
2131	0	0	0	0	0	0	31	67	65	22	37	1	0	2	0	0	0	1	8	9	4	2	22	3
2132	21	40	38	54	63	15	0	0	0	0	0	0	8	5	3	17	0	9	0	0	0	0	0	0
2133	0	0	0	0	0	0	8	27	21	12	173	30	0	0	0	0	0	0	0	0	1	1	0	0
2134	0	0	0	0	0	0	26	143	32	28	40	2	0	0	0	0	0	0	1	0	0	0	1	0
2135	0	0	0	0	0	0	0	0	0	12	7	10	0	0	0	0	0	0	15	23	34	49	78	45
2136	0	0	0	0	0	0	0	2	195	29	46	1	0	0	0	0	0	0	0	0	0	0	0	0
2137	0	0	0	0	0	0	12	2	23	215	1	2	0	0	0	0	0	0	0	1	6	2	9	0
2138	0	0	0	0	0	0	0	2	0	149	6	115	0	0	0	0	0	0	0	0	0	0	0	1
2139	0	0	0	0	0	0	36	111	107	14	2	0	0	0	0	0	0	0	1	2	0	0	0	0
2140	0	0	0	0	0	0	22	80	90	1	25	2	0	0	0	0	0	0	10	9	6	8	19	1
2141	0	0	0	0	0	0	81	24	43	4	8	5	0	0	0	0	0	0	9	1	7	12	66	8
2142	0	0	1	0	0	0	0	0	0	123	11	71	0	0	0	0	0	0	0	5	10	6	12	29
2143	0	0	0	0	0	0	6	1	2	14	2	5	0	0	0	0	0	0	29	41	32	33	75	30
2144	0	0	0	0	0	0	190	31	37	2	11	0	0	0	0	0	0	0	0	0	0	0	1	0
2145	17	60	9	29	18	10	0	0	0	0	0	0	14	5	14	9	25	26	0	0	0	0	0	0
2146	16	27	9	7	7	8	0	0	0	0	0	0	5	5	45	15	53	11	0	0	0	0	1	0
2147	3	2	50	3	46	42	0	0	0	0	0	0	13	7	23	17	19	7	0	0	0	0	4	3
2149	0	0	1	0	0	0	1	0	3	4	0	0	0	21	1	0	1	0	26	29	18	31	99	36
2150	2	4	5	6	8	4	0	0	1	0	0	0	10	5	20	4	15	2	0	0	38	35	4	58
2151	15	16	10	12	49	7	0	0	0	0	0	0	4	4	48	3	62	7	0	0	0	0	0	0
2152	0	0	0	0	0	0	10	4	2	20	39	154	0	0	0	0	0	0	5	9	4	3	21	1
2153	0	0	1	0	0	0	0	2	4	1	0	0	0	2	13	1	62	2	11	8	5	2	24	2
2154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	31	38	58	55	5
2156	0	0	0	0	0	0	0	79	2	9	38	135	0	0	0	0	0	0	0	0	0	0	0	0
2157	0	0	0	1	1	0	5	12	6	12	2	37	0	1	1	0	0	0	8	10	28	25	26	78
2158	0	2	0	1	0	6	5	0	9	0	0	0	8	181	4	26	0	15	0	0	2	3	1	5
2159	0	0	0	0	0	0	0	0	0	2	29	236	0	0	0	0	0	0	0	0	0	1	0	3
2160	0	0	0	0	0	0	0	0	0	249	1	8	0	0	0	0	0	0	0	8	0	0	2	3
2161	0	0	0	0	0	0	1	4	5	37	5	2	0	1	0	0	0	0	26	86	21	15	53	15
2162	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	10	106	93	21	34
2163	0	0	0	0	0	0	0	253	5	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
2164	0	0	0	1	0	0	0	21	2	155	4	53	0	0	0	0	0	0	0	0	2	3	2	7
2166	0	0	0	0	0	0	0	0	1	2	0	0	0	2	0	0	0	0	40	75	25	22	75	27
2167	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	118	30	15	14	87	2
2168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	70	34	24	82	44
2169	17	47	42	136	2	2	0	0	0	0	0	0	0	2	0	15	0	0	0	0	0	0	1	0
2170	0	1	0	0	0	0	1	0	9	121	0	0	0	1	0	0	0	0	22	42	21	10	34	6
2172	0	0	0	0	0	0	6	0	4	2	1	0	0	0	0	0	0	0	47	67	40	37	47	17
2173	0	0	0	0	0	0	0	3	1	6	34	111	0	0	0	0	0	0	21	26	8	4	30	24
2174	0	0	0	0	0	0	117	50	81	5	10	1	0	0	0	1	0	0	0	0	0	0	3	0
2175	0	0	0	0	0	0	7	1	2	0	1	0	0	1	0	0	1	0	57	11	21	14	150	2
2176	0	0	1	0	0	1	0	0	0	0	0	0	14	2	1	1	0	247	0	0	0	0	0	0
2177	3	0	5	2	9	7	1	0	0	0	0	0	11	117	11	4	4	20	3	0	31	20	1	14
2178	16	15	4	8	50	15	0	0	0	0	0	0	6	7	37	6	57	8	0	0	0	0	0	0
2179	0	0	0	0	0	0	0	0	3	128	11	84	0	0	0	0	0	0	0	13	0	0	18	10
2180	17	28	3	6	15	11	0	0	0	0	0	0	33	16	30	21	44	33	0	0	0	0	0	0
2181	0	0	0	0	0	0	17	2	3	2	0	0	0	0	0	0	0	0	61	41	26	27	79	9
2182	9	2	28	24	8	5	0	0	0	0	0	0	15	7	15	23	14	8	0	0	0	0	0	0
2183	0	0	0	0	0	0	1	0	2	5	0	0	0	0	0	0	0	0	35	40	56	55	63	9
2184	0	0	0	0	0	0	3	1	0	5	1	0	0	0	0	0	0	0	44	69	30	21	79	13
2186	0	0	0	0	0	0	8	4	225	12	13	0	0	0	0	0	0	0	0	1	0	0	3	0
2188	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	1	17	9	49	45	85	25
2189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	16	37	32	156	18
2190	0	0	0	0	0	0	0	0	3	110	3	9	0	0	0	0	0	0	1	24	9	10	14	80
2191	23	10	55	17	13	5	0	1	0	0	0	0	24	24	30	4	46	10	0	0	0	0	0	0
2192	0	0	0	0	0	0	22	25	59	8	141	1	0	1	0	0	0	0	0	3	0	0	3	2
2193	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	19	19	8	13	193	9
2194	36	19	28	33	18	28	0	0	0	0	0	0	6	7	9	20	3	6	0	1	17	10	2	13
2195	0	1	0	0	0	0	16	5	9	16	9	3	1	0	0	1	0	1	12	5	66	78	31	9
2196	0	0	0	0	0	0	0	0	0	8	0	1	0	0	0	0	0	0	4	8	19	18	162	44
2197	2	1	2	0	2	2	0	2	2	0	3	0	2	2	19	8	2	2	0	15	11	9	7	161
2199	0	0	0	0	0	1	0	0	2	0	0	0	93	111	1	19	0	35	0	0	0	0	0	0
2200	0	0	0	0	0	0	5	17	60	18	157	6	0	0	0	0	0	0	0	0	0	0	0	0
2201	0	0	0	0	0	0	0	63	34	4	137	25	0	0	0	0	0	0	0	0	0	0	0	0
2202	0	0	0	0	0	0	90	37	30	7	19	2	0	0	0	0	0	0	17	12	6	4	35	3
2203	0	0	0	0	0	0	0	0	4	156	1	97	0	0	0	0	0	0	1	0	2	0	1	1
2204	0	0	0	0	0	0	4	21	34	1	142	61	0	0	0	0	0	0	0	0	0	0	0	0
2205	42	70	28	22	12	11	0	0	0	0	0	0	7	1	7	0	24	16	0	0	0	0	0	1
2207	0	0	0	0	0	0	0	0	4	14	0	0	0	26	0	0	0	0	19	12	68	50	60	9
2208	0	0	0	0	0	0	7	0	3	14	0	0	0	0	0	0	0	0	13	23	36	35	94	37
2209	0	0	0	0	0	0	0	0	0	8	0	4	0	0	0	0	0	0	0	49	47	34	19	101
2210	0	0	1	0	1	7	0	0	0	3	0	1	2	70	18	1	1	0	4	1	48	39	24	23
2211	0	0	0	0	0	0	156	42	41	0	4	0	0	0	0	0	0	1	2	4	1	2	7	2
2212	0	0	0	0	0	0	0	7	6	29	139	80	1	0	0	0	0	0	0	0	0	0	0	0
2213	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	22	31	45	33	105	24
2214	0	0	0	0	0	0	2	51	36	0	111	54	0	0	0	0	0	0	0	1	0	0	1	3
2215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	5	25	39	154	31
2216	0	1	0	0	2	5	0	0	0	10	0	1	3	2	19	12	0	2	0	11	11	16	27	132
2217	7	4	12	1	15	19	0	0	0	0	0	0	4	1	5	4	3	4	0	0	66	48	1	61
2218	0	0	0	0	0	8	0	0	0	0	0	0	0	3	0	1	0	0	28	9	53	43	79	7
2219	0	0	0	0	0	0	2	30	10	7	93	115	0	0	0	0	0	0	0	0	0	0	0	0
2220	0	0	0	0	0	0	10	43	169	3	23	3	0	0	0	0	0	0	4	1	0	0	5	0
2221	18	17	16	11	8	33	14	25	1	0	0	0	0	29	12	19	6	17	2	3	1	2	5	10
2222	0	0	0	0	0	0	17	9	74	7	5	0	0	0	0	0	0	0	44	38	10	14	39	4
2223	0	0	0	0	0	0	31	80	41	16	91	2	0	0	0	0	0	0	0	0	0	0	0	0
2224	0	0	0	0	0	0	64	10	10	8	9	2	0	0	0	0	0	0	34	58	15	12	32	7
2226	0	1	0	0	0	0	3	1	2	0	0	0	0	0	0	0	0	0	43	25	48	59	65	13
2227	0	0	1	0	0	0	16	1	15	2	2	0	1	1	0	0	0	0	30	73	19	16	61	22
2228	0	0	0	0	0	0	11	39	39	6	134	31	0	0	0	0	0	0	0	0	0	0	0	0
2229	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	15	33	34	31	22	124
