#OTU_ID	R1_A_D1	R1_A_D2	R1_B_D1	R1_B_D2	R1_C_D1	R1_C_D2	R2A_A_D1	R2A_A_D2	R2A_B_D1	R2A_B_D2	R2A_C_D1	R2A_C_D2	R2_A_D1	R2_A_D2	R2_B_D1	R2_B_D2	R2_C_D1	R2_C_D2	SF2_A_D1	SF2_A_D2	SF2_B_D1	SF2_B_D2	SF2_C_D1	SF2_C_D2
273	14	15	16	14	3	21	279	47	172	19	13	1	25	174	19	60	18	37	321	206	649	661	411	99
274	2	1	0	0	0	0	17	0	3	15	1	0	0	11	0	0	0	1	181	260	564	578	1138	568
276	0	0	0	0	0	0	1379	437	927	39	106	5	0	1	0	0	0	0	36	39	110	86	81	48
277	0	0	0	1	0	0	242	33	27	2	21	0	0	25	0	2	0	0	393	265	716	695	750	119
280	0	1	0	0	0	0	0	67	7	42	167	189	0	0	0	0	0	0	0	1	0	0	0	12
281	8	28	54	13	115	23	0	0	1	1	0	0	19	49	463	20	723	26	0	0	0	0	0	0
282	0	3	1	2	1	1	0	0	0	0	0	0	0	0	6	0	0	2	6	10	914	706	51	134
283	0	0	3	1	3	2	1	0	8	86	3	19	0	11	1	2	1	0	45	355	541	448	609	980
284	0	0	0	0	0	0	0	0	0	61	131	3029	0	0	0	0	0	0	0	0	0	1	4	0
285	0	0	0	0	0	0	37	1089	331	57	1578	127	0	0	0	0	0	0	0	1	1	1	3	0
286	183	30	325	49	338	584	0	3	1	0	0	0	89	192	293	297	111	147	2	1	134	118	29	195
287	0	0	0	0	0	3	173	17	90	15	11	8	0	15	2	4	0	0	329	230	499	535	1129	153
288	0	0	0	1	0	0	600	81	2487	18	23	1	0	0	0	0	0	0	0	0	0	0	1	0
289	5	34	538	146	64	31	0	1	1	0	1	0	38	50	410	23	939	30	0	0	2	1	1	0
290	0	0	0	0	0	0	0	39	14	631	1889	616	0	0	0	0	0	0	0	0	1	0	0	0
291	174	185	220	169	450	411	0	0	3	0	0	0	103	621	224	91	148	181	1	0	6	7	2	1
292	8	1	44	2	30	11	76	7	183	405	9	8	2	46	8	2	18	14	143	194	354	358	326	863
293	9	38	562	1496	11	31	1	0	0	0	0	0	80	47	69	42	93	112	0	1	2	0	0	1
294	78	11	265	19	239	634	0	1	0	1	2	0	69	169	204	307	61	157	2	2	251	205	70	335
295	866	36	39	271	259	83	0	0	6	1	0	0	12	710	33	10	17	18	0	0	373	308	6	31
296	1	1	7	2	1	35	1024	595	769	116	357	102	5	1	6	14	2	15	7	23	1	1	15	3
297	3	6	7	1	11	6	0	8	29	0	5	0	0	10	4	1	6	1	2	12	116	77	3	27
298	211	391	330	1044	381	172	0	0	0	0	0	1	77	61	21	237	27	65	0	2	0	2	0	1
299	1	1	2	0	11	18	1	2	1	0	0	0	7	2898	19	52	2	26	0	6	6	3	1	4
302	534	176	487	301	1122	99	0	0	0	0	0	0	14	10	192	4	11	15	0	0	2	0	0	0
304	0	0	1	0	2	3	33	483	357	273	1505	248	0	6	3	2	1	0	0	5	8	5	15	11
305	9	1	39	1	58	82	0	1	0	0	0	0	38	603	98	90	78	70	0	1	21	12	3	14
306	4	3	14	2	8	17	0	150	134	387	520	508	6	48	7	9	6	2	0	10	165	117	20	131
307	0	0	0	2	0	0	546	616	1541	84	100	3	0	0	0	0	0	0	24	12	1	1	16	0
308	0	0	0	1	1	1	818	722	918	60	181	13	0	4	0	2	0	3	17	76	22	23	65	18
309	124	152	535	379	217	59	0	0	0	0	0	0	230	58	127	109	403	510	0	0	0	0	0	1
310	5	3	0	4	1	16	729	261	631	124	99	11	15	108	7	25	1	50	115	202	110	101	251	67
311	0	0	1	0	0	0	43	7	11	13	0	1	0	0	0	0	0	0	402	495	633	535	560	238
312	0	0	0	0	0	0	187	21	99	9	31	4	1	2	0	0	0	0	413	364	418	384	865	137
313	252	81	368	86	213	524	1	0	0	0	1	0	61	447	216	351	53	73	1	9	38	36	6	62
314	179	196	123	136	177	116	0	0	0	0	0	1	88	169	314	58	399	100	0	0	202	132	7	33
315	0	0	0	1	0	0	617	1123	968	30	185	6	0	0	0	0	0	0	0	1	0	0	0	0
316	0	3	1	1	2	3	271	72	97	12	28	1	5	75	4	24	0	163	332	154	600	554	398	126
317	75	131	210	292	245	121	61	76	142	10	94	5	157	134	289	189	292	118	4	1	6	7	9	5
318	0	0	0	0	0	0	59	12	47	52	7	27	1	6	1	0	0	0	644	397	293	284	959	124
319	103	139	333	174	85	143	0	1	1	0	0	2	69	83	162	54	447	75	0	0	0	2	0	0
320	33	7	258	13	148	931	0	0	2	0	1	0	146	132	287	387	145	263	0	0	24	14	3	12
321	30	38	199	194	202	139	0	0	1	0	3	0	193	284	349	320	318	299	0	0	0	0	0	0
322	0	0	0	0	0	0	173	123	437	196	288	500	0	0	0	0	0	0	284	173	134	145	359	29
323	295	311	288	363	261	412	6	3	5	0	2	0	94	75	182	171	120	158	0	0	0	0	0	0
324	0	0	0	0	0	0	60	39	57	40	6	0	0	0	0	0	0	0	608	699	258	258	740	73
325	0	0	0	1	0	0	232	706	1295	113	429	3	0	0	0	0	0	0	6	13	7	6	17	6
326	147	19	132	82	41	70	0	3	4	0	0	0	429	415	761	111	283	224	0	2	0	0	3	5
327	252	274	319	184	305	319	0	1	1	1	2	0	118	133	281	138	247	89	1	1	1	1	4	0
328	0	0	6	1	0	0	0	0	0	0	0	0	2	1	10	1	95	9	0	0	0	0	0	0
329	0	0	1	0	2	5	0	16	10	103	556	436	1	1	7	4	0	2	2	152	88	69	15	373
330	477	389	251	260	277	280	3	6	7	1	6	0	153	79	135	125	150	71	0	0	0	1	0	1
331	0	0	0	0	0	0	239	1120	897	19	439	18	0	0	0	0	0	0	0	0	0	0	1	0
332	1901	83	35	77	29	35	0	1	2	0	0	0	7	122	63	16	30	15	0	2	39	26	1	4
333	0	1	0	0	0	0	184	495	242	133	1073	23	0	1	0	0	0	0	72	71	43	53	266	36
334	1	2	3	1	2	5	276	40	100	24	17	1	1	2	6	4	6	7	208	840	221	199	446	253
335	0	0	0	0	0	0	0	0	18	1515	187	949	1	0	0	0	0	0	0	0	0	0	0	0
336	1	0	0	1	3	32	0	3	5	1	1	0	273	2045	66	133	5	11	0	0	1	2	0	0
337	0	0	0	0	0	0	682	541	95	103	1086	109	0	0	0	0	0	0	6	5	0	2	18	3
338	0	0	0	0	0	1	400	112	485	10	33	1	0	1	0	0	1	0	288	91	321	338	496	51
339	0	0	0	0	0	0	200	104	154	22	192	77	0	0	0	0	0	0	485	208	262	276	590	50
340	0	0	0	0	0	0	129	764	484	173	774	254	0	1	0	3	0	5	4	2	2	3	6	4
341	89	125	244	293	77	145	119	117	198	13	50	0	107	138	191	171	181	124	3	5	7	8	91	12
342	0	0	0	0	0	0	0	185	4	2279	12	98	0	0	0	8	0	0	0	4	0	0	6	0
344	846	383	81	129	461	90	3	0	0	1	0	0	55	65	71	185	25	25	3	0	0	0	3	0
345	4	1	27	2	16	143	12	10	51	10	32	29	68	504	132	277	7	50	11	60	132	92	268	621
346	0	0	0	0	0	0	1	882	14	38	1235	394	0	0	0	0	0	0	0	2	1	0	3	0
347	0	0	0	0	0	0	0	52	4	327	93	1222	0	0	1	1	0	0	1	55	1	2	6	99
348	1	0	0	1	0	0	8	5	16	215	108	247	0	4	1	1	1	0	20	211	359	302	552	500
349	6	18	1475	12	7	283	0	0	0	0	0	0	29	2	21	361	1	151	0	0	0	0	0	2
350	0	0	0	0	0	0	4	241	110	435	1210	558	0	0	0	0	0	0	1	0	0	0	0	0
351	7	7	14	14	4	27	278	45	228	37	30	1	19	301	20	57	2	79	165	195	275	264	371	86
352	0	0	0	0	0	0	1	50	36	1279	443	676	0	0	0	0	0	0	7	5	0	2	12	5
353	95	26	255	14	50	500	1	1	0	0	0	0	62	311	142	393	17	128	2	9	147	92	48	199
355	0	1	0	0	0	0	1026	66	146	176	40	0	0	0	0	0	0	0	247	253	70	65	378	28
356	0	0	0	0	0	0	497	762	990	35	151	11	1	0	0	0	0	0	4	1	0	0	29	2
357	7	7	79	2	268	172	0	0	2	0	0	0	19	47	141	63	36	33	0	1	49	44	4	42
358	0	0	0	0	0	0	710	94	473	39	24	2	0	0	0	0	0	0	390	231	66	47	369	23
359	100	503	175	68	161	77	967	9	1	0	0	0	13	33	49	61	19	37	2	2	0	0	8	2
360	3	4	52	22	12	17	0	1	3	0	0	1	178	846	545	38	329	204	0	0	23	9	4	8
361	0	0	0	0	0	0	1	714	2	0	329	1401	0	0	0	0	0	0	0	0	0	0	2	0
362	0	0	0	0	0	0	204	1856	295	18	33	0	0	0	0	0	3	0	4	5	0	1	1	0
363	0	0	0	0	0	0	2	0	2	6	0	0	0	1	0	0	0	0	204	296	429	442	835	185
364	2	3	1	2	45	0	0	0	0	0	0	0	0	1	4	0	0	0	0	2	694	527	3	151
365	468	64	98	78	636	83	0	0	0	0	0	1	166	280	178	152	42	71	0	0	0	0	0	0
366	0	0	0	0	0	0	660	773	727	129	99	1	0	0	0	0	0	0	1	0	0	0	0	0
367	0	0	0	0	0	0	1	0	0	3	347	2021	0	0	0	1	0	0	0	0	0	0	0	0
368	0	0	0	0	0	0	130	1497	450	86	192	9	0	0	0	0	0	0	0	0	1	1	3	1
369	0	0	0	1	0	0	4	213	75	64	1165	826	0	0	0	0	0	0	0	1	0	0	0	1
371	1	1	7	0	4	4	0	0	0	0	0	0	0	10	4	0	1	1	1	3	542	446	37	69
372	0	0	0	0	0	0	888	263	1086	29	58	0	0	0	0	0	0	0	3	12	0	2	4	2
373	0	0	0	0	0	0	200	436	965	111	594	9	0	0	0	0	0	0	5	1	3	1	14	0
374	0	0	0	0	0	0	0	133	24	645	189	1346	0	0	0	1	0	0	0	0	0	0	1	0
375	0	0	2	0	1	1	46	248	294	589	761	267	0	14	0	0	0	0	8	16	22	21	25	13
376	123	33	54	67	251	42	0	0	0	0	0	0	82	292	307	39	287	102	0	1	16	15	8	9
377	169	264	161	79	126	100	0	0	1	0	0	0	88	46	273	72	282	61	0	0	0	0	0	1
378	0	0	0	0	0	0	0	68	16	562	171	486	0	3	0	1	0	1	6	369	30	38	266	60
379	0	0	0	0	0	0	8	1	7	18	1	0	0	0	0	0	0	1	386	503	302	281	606	215
380	0	0	0	0	2	0	984	1165	67	14	89	1	0	0	0	0	0	0	0	2	1	0	3	1
381	312	381	89	154	462	242	0	0	0	0	0	0	41	32	220	59	147	20	0	0	0	0	1	2
382	0	1	22	2	3	1	53	0	1	0	0	0	7	9	101	6	2038	29	0	0	0	1	1	2
383	0	0	0	0	1	0	0	1	6	0	10	0	0	0	4	0	2	0	1	38	27	26	3	60
384	0	0	0	0	0	0	15	438	174	64	1016	596	0	0	0	0	1	0	0	0	0	1	0	0
385	1	0	12	1	0	15	1152	502	77	3	11	0	13	66	9	18	1	3	5	71	25	15	31	29
386	38	16	165	24	117	314	0	2	0	2	1	3	306	183	231	355	190	220	0	1	3	6	1	21
387	6	6	67	10	33	11	0	0	1	0	0	0	306	97	106	123	145	1169	0	0	0	0	0	0
388	0	1	0	0	0	0	71	508	691	51	805	147	0	1	0	0	0	0	2	1	3	1	4	0
389	0	0	0	0	0	0	0	1582	6	10	511	172	0	0	0	0	0	0	0	0	0	0	0	0
390	0	0	0	0	0	0	119	442	573	123	161	9	2	0	0	0	0	2	191	164	94	111	240	47
391	0	0	0	0	0	0	1256	261	388	48	56	6	0	0	0	0	1	0	64	75	19	31	62	6
392	77	25	315	37	158	743	0	1	0	1	0	0	129	83	231	250	39	163	0	0	0	0	1	1
393	0	0	1	1	0	0	0	15	33	959	49	1197	0	1	1	0	1	0	0	0	0	0	3	0
394	0	0	0	0	0	0	23	76	81	144	600	1235	0	0	0	0	0	0	31	25	15	7	26	3
395	0	0	0	5	5	3	128	105	155	22	75	1	0	0	1	0	1	0	346	439	224	231	465	56
396	439	1093	80	156	43	46	0	1	0	0	0	0	48	31	76	50	57	82	0	0	0	0	1	0
397	0	0	0	1	0	0	405	748	811	47	216	5	0	0	0	0	0	0	1	1	4	3	11	0
398	0	0	0	0	0	2	642	299	360	37	61	4	63	25	6	176	0	97	57	97	61	51	190	22
399	0	0	0	0	0	0	68	9	35	11	6	2	0	0	0	0	0	0	344	574	257	259	509	173
400	0	0	0	0	0	0	0	0	1	1	0	0	0	13	0	0	0	0	1	99	372	335	262	1153
401	0	0	0	0	0	0	1393	172	617	11	13	1	0	0	0	0	0	0	10	6	1	1	9	1
402	1	0	0	1	1	0	1	1	23	2139	3	17	0	0	0	0	0	1	0	9	3	7	7	6
403	124	116	112	70	267	221	0	0	0	0	1	0	41	180	119	147	118	113	0	0	8	7	0	2
404	192	124	166	216	105	213	38	30	2	0	10	2	76	150	143	214	54	306	0	0	6	2	1	2
405	1	0	4	3	1	13	1	0	1	2	0	0	5	541	5	14	0	19	136	78	527	493	195	135
406	173	88	72	130	283	112	0	0	0	0	0	0	40	608	144	147	76	106	0	0	4	4	0	0
407	233	134	111	123	253	168	0	0	0	6	0	0	89	341	79	95	50	136	0	12	60	45	45	44
408	0	0	0	0	0	0	1573	337	115	20	39	2	1	2	0	0	0	1	4	12	15	13	29	8
409	8	14	58	3	29	219	0	2	0	0	0	0	57	370	104	144	48	1089	0	0	4	2	1	5
410	136	128	207	153	96	156	56	36	53	5	26	2	124	229	117	127	102	143	2	8	19	12	27	32
411	0	0	1	0	0	0	184	333	864	14	692	22	1	2	0	0	0	0	0	2	3	3	2	3
412	0	0	0	0	0	0	8	2	10	184	163	169	0	1	1	0	0	1	6	125	177	149	72	1070
413	0	1	6	0	1	0	158	29	48	30	4	1	2	1	15	3	19	2	558	118	210	211	564	32
414	76	31	310	39	137	327	15	81	9	0	0	2	47	206	187	155	104	74	0	12	31	23	13	159
415	0	0	0	0	0	0	0	8	64	40	1435	565	0	0	0	0	0	0	0	1	0	0	0	0
416	1	0	14	0	11	98	0	9	10	6	7	10	56	492	86	277	4	62	2	38	78	78	163	601
417	0	0	0	0	0	0	92	799	597	120	389	11	0	1	0	0	0	0	27	16	5	13	29	3
419	0	0	0	0	0	0	23	244	158	797	343	540	0	0	0	0	0	0	0	0	0	0	0	0
421	23	9	318	39	103	44	8	1	0	0	0	0	44	35	476	60	401	77	3	1	0	1	0	0
422	0	0	0	0	0	0	0	0	3	85	94	961	0	0	0	0	0	0	7	37	77	65	224	534
423	59	53	117	80	91	101	0	4	2	2	3	1	124	218	278	111	229	131	0	1	126	90	0	13
424	62	69	174	102	121	101	0	0	0	0	0	0	88	222	187	138	156	302	0	0	9	10	2	2
425	50	28	46	49	8	4	0	0	0	1	0	0	15	123	65	5	132	195	1	0	2	1	0	1
426	0	0	0	0	0	0	38	12	1891	36	56	1	0	0	0	0	0	0	0	0	0	0	2	0
427	0	0	0	0	0	0	259	842	515	47	184	5	0	1	0	1	0	2	31	22	25	23	70	8
428	120	69	151	108	342	297	10	6	0	0	6	0	48	179	156	201	62	84	0	2	23	17	11	46
429	0	0	0	0	0	0	1146	443	240	24	53	0	0	0	0	0	1	0	71	13	8	11	23	1
431	3	1	21	9	7	10	247	189	997	50	41	0	6	6	11	10	5	7	91	55	52	43	131	22
432	0	0	1	0	0	1	33	489	659	36	772	20	0	0	0	0	0	0	0	1	1	0	3	0
433	0	0	5	2	1	2	0	1	22	235	0	1	4	13	15	4	0	6	9	119	294	231	413	550
434	0	0	0	0	0	0	52	305	869	295	389	20	0	0	0	0	0	0	31	12	6	6	28	0
435	1413	109	55	56	45	67	0	1	0	0	0	0	14	37	49	73	28	23	1	0	0	0	0	1
436	260	225	89	110	211	161	0	2	1	0	3	0	58	283	118	64	72	276	0	0	3	3	0	0
437	0	0	1	0	0	0	1	594	13	367	163	858	0	0	0	0	0	0	0	0	0	0	0	0
438	37	30	80	70	40	96	4	1	1	3	0	1	29	557	101	66	30	104	3	14	212	154	47	196
439	41	48	106	131	143	323	0	0	1	0	2	0	102	257	173	162	81	63	6	0	5	9	25	2
440	0	0	0	0	0	0	31	1175	162	24	441	132	0	0	0	0	0	0	0	0	0	1	0	0
441	0	0	0	0	0	0	0	0	2	6	1	1	0	0	0	0	0	0	101	121	358	378	787	210
442	0	0	0	1	0	0	938	429	407	62	55	2	0	0	0	0	0	0	4	9	7	8	36	3
443	0	0	0	0	0	1	538	66	155	46	9	0	2	3	0	0	1	1	379	232	92	99	283	46
444	3	2	13	12	1	11	0	0	1	0	0	0	42	1633	91	32	11	81	0	0	12	8	0	0
445	4	7	12	14	6	9	207	8	48	15	8	0	26	18	3	24	7	36	102	125	366	371	368	156
446	5	2	14	1	15	51	163	122	150	29	37	1	14	44	31	70	11	28	118	341	167	153	235	134
447	5	2	113	17	45	4	8	1	6	2	0	0	30	29	246	25	373	253	45	22	15	13	26	3
448	0	0	0	0	0	0	5	0	4	9	0	0	0	0	0	0	0	0	464	610	162	143	430	101
449	15	6	131	13	187	683	0	0	1	0	1	0	46	96	260	250	64	78	0	0	7	8	3	28
450	4	22	74	6	8	11	0	0	1	0	1	0	16	40	444	15	567	14	4	0	2	4	14	2
451	208	282	222	316	427	294	0	3	0	1	0	0	12	7	3	101	3	3	0	1	0	0	0	0
452	0	0	0	0	1	0	0	765	1	68	70	988	0	0	0	0	0	0	1	2	0	0	0	0
453	0	0	0	0	0	0	259	643	423	32	273	53	0	0	0	0	0	0	58	32	26	17	75	3
455	2	1	11	1	9	22	1	0	0	0	0	0	3	22	31	19	29	34	0	0	1	0	0	0
456	0	0	0	0	1	0	1	719	554	151	428	5	0	0	0	0	0	0	0	0	0	0	0	0
457	0	0	0	0	0	3	201	44	27	6	7	0	0	0	1	0	0	0	214	600	153	151	302	147
458	0	1	38	3	9	64	0	0	2	0	1	0	191	1009	158	90	53	147	0	0	21	29	5	7
459	173	33	71	137	369	73	0	1	2	0	1	1	29	274	300	44	55	91	0	1	42	22	0	4
460	0	1	0	0	0	0	234	536	886	26	88	1	0	0	0	0	0	0	22	3	4	4	12	1
461	0	3	26	6	0	4	0	0	0	1	0	0	19	179	347	7	989	76	0	0	6	3	5	4
462	0	0	0	0	0	0	0	465	17	165	297	886	0	0	0	0	0	0	0	0	0	0	0	0
463	1	1	1	6	15	60	0	1	1	0	0	0	124	1157	35	175	6	75	0	0	1	0	0	0
464	67	90	121	112	177	142	0	0	0	0	49	1	64	154	162	147	162	97	0	0	6	2	0	6
465	0	0	0	0	4	1	95	244	410	42	422	572	1	0	0	0	0	0	3	0	1	0	14	0
466	4	2	6	3	1	1	0	0	0	0	0	0	42	28	28	26	29	92	0	0	0	0	0	0
467	20	8	107	9	165	313	1	4	1	3	0	0	85	102	148	287	38	345	2	5	10	8	124	11
468	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	304	184	281	244	638	155
469	73	70	251	24	195	124	0	1	2	1	1	0	32	26	290	22	320	17	0	0	3	1	0	1
470	248	91	137	169	449	125	0	1	1	0	0	0	12	285	70	25	22	42	0	0	39	43	3	8
471	0	1	0	0	0	1	0	0	0	0	0	0	3	29	35	2	25	39	0	0	1	0	0	0
472	0	0	0	0	0	0	0	7	3	550	13	108	0	0	2	1	0	1	0	23	4	5	89	65
473	0	0	0	0	0	0	486	306	470	86	280	167	0	0	0	0	0	1	0	1	1	0	0	0
474	1	0	0	0	0	0	0	0	9	16	0	0	0	0	0	0	0	0	119	164	225	216	946	102
475	28	29	14	27	3	75	35	54	11	0	5	0	39	498	100	188	26	152	2	23	28	19	243	133
476	0	0	0	0	0	0	475	180	906	57	32	0	0	0	0	0	0	0	48	36	9	6	36	8
477	94	130	72	175	166	127	0	0	1	0	2	0	103	92	212	117	203	76	0	0	0	0	0	1
479	0	0	0	0	0	0	54	774	235	76	242	311	0	0	0	0	0	0	19	17	15	12	28	3
480	0	0	0	0	0	0	32	3	6	8	1	0	0	0	0	0	0	0	391	188	297	288	489	78
481	1	0	2	0	7	8	1	0	3	0	0	0	2	5	6	7	0	0	0	60	97	97	19	1277
482	0	0	0	0	0	0	57	870	169	130	409	129	1	0	1	0	0	1	0	0	4	1	3	2
483	159	51	22	44	47	456	0	0	7	179	111	162	10	472	24	8	6	2	0	0	14	3	0	1
484	0	0	0	1	0	0	113	528	334	78	645	20	0	0	0	0	0	0	7	10	6	8	13	3
485	10	8	85	10	9	1	0	0	0	0	0	0	2	0	2	3	9	2	0	0	1	0	0	0
486	98	63	303	52	82	52	16	11	39	1	3	1	41	87	235	39	432	24	0	2	1	1	82	2
487	0	0	0	0	0	0	0	1	27	54	0	0	0	0	0	0	0	0	317	391	170	178	509	100
488	0	0	0	0	0	0	5	0	2	11	0	0	0	1	0	0	0	0	422	97	50	60	1063	32
489	91	33	80	40	378	229	0	1	0	0	1	0	58	125	216	110	87	134	0	0	2	0	0	0
490	0	0	0	0	0	0	161	362	728	65	393	23	0	0	0	0	0	0	2	0	0	0	7	0
491	0	0	0	0	0	1	452	438	354	71	192	71	0	4	1	3	0	3	9	51	12	17	34	23
492	0	0	0	0	0	0	51	7	14	13	3	1	0	3	1	0	0	0	260	585	148	126	382	115
493	13	25	25	6	249	30	0	0	0	0	1	0	7	8	39	17	4	6	1	12	429	350	13	149
494	1	0	2	0	1	1	673	114	174	13	28	1	0	4	0	0	0	0	92	140	147	148	152	24
495	0	0	0	0	0	0	0	120	0	127	514	952	0	0	0	0	0	0	0	0	0	0	0	0
496	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	4	5	9	315	264	742	354
497	0	5	265	5	9	5	5	0	0	0	0	0	25	28	483	15	493	21	0	0	0	0	1	0
498	0	0	0	1	0	1	315	127	129	40	20	2	0	0	0	0	0	1	149	336	137	126	261	66
499	0	0	0	0	0	0	0	6	58	1113	166	365	0	0	1	0	0	0	0	0	0	0	1	0
500	10	16	35	74	6	50	0	0	2	0	1	0	156	311	44	221	42	689	0	0	0	0	1	0
501	0	0	0	0	0	0	20	0	4	7	0	1	0	0	0	0	0	0	354	358	239	253	384	76
502	0	0	0	1	1	1	176	142	204	9	55	1	0	1	1	0	2	0	111	306	138	121	282	140
503	0	0	0	0	0	0	5	2	5	10	1	2	0	1	0	2	0	1	247	273	249	230	592	69
504	0	0	0	0	0	0	25	715	331	54	535	15	0	0	0	0	0	0	5	2	1	0	8	0
505	102	49	116	57	204	92	0	0	2	0	2	0	72	483	172	106	72	48	0	0	0	2	3	1
506	0	1	1	0	0	0	54	19	70	16	19	1	0	0	0	1	1	0	150	404	221	219	387	122
507	52	5	183	13	156	273	1	2	0	0	0	0	35	125	110	133	19	66	2	27	85	60	35	276
508	0	0	0	0	0	0	0	0	1	5	30	1636	0	0	0	0	0	0	0	0	0	0	1	0
509	0	0	1	0	0	0	0	0	26	1626	4	9	0	0	0	0	0	0	0	1	0	1	0	0
510	0	0	0	0	0	0	0	3	2	0	0	1	0	0	0	0	0	0	0	0	13	8	5	168
511	0	0	0	0	0	0	14	4	6	16	6	12	0	1	0	0	0	0	215	211	202	206	618	153
512	276	338	389	300	116	128	0	0	0	0	0	0	27	3	3	76	2	1	0	0	0	0	0	1
513	100	122	63	80	138	77	0	0	0	0	0	0	169	77	152	119	178	208	0	0	0	0	0	0
514	0	0	0	0	0	0	2	0	4	10	5	30	0	0	0	0	1	0	84	127	218	221	423	535
515	21	3	279	10	206	347	0	4	0	1	0	0	66	81	136	191	149	97	1	0	4	2	3	6
516	0	0	0	0	0	0	899	288	389	18	58	2	0	0	0	0	0	0	0	0	0	0	0	0
517	0	0	0	0	0	0	24	257	90	43	575	661	0	0	0	0	0	0	0	0	0	0	0	0
518	0	0	1	0	1	0	212	14	35	30	5	1	0	0	1	0	0	0	205	561	77	85	344	74
519	0	0	0	0	0	0	1	1	4	396	6	17	0	0	0	0	0	0	56	133	224	209	442	142
520	1	1	19	2	7	22	0	2	7	2	10	0	7	7	38	21	7	5	2	65	181	181	26	973
521	0	0	0	0	0	0	11	471	746	96	295	6	0	0	0	1	0	0	0	0	1	1	0	1
522	92	25	103	16	109	23	0	0	3	0	1	0	134	118	184	40	328	167	0	0	0	0	0	0
523	155	154	184	213	137	80	0	1	0	1	0	0	101	15	116	126	93	225	0	0	0	0	2	1
524	17	28	104	22	39	20	0	1	0	1	0	0	56	168	190	57	217	332	0	0	9	4	5	2
525	0	0	0	0	1	0	0	0	1	0	0	0	0	4	11	1	0	0	78	18	381	332	735	61
526	4	8	4	3	6	2	0	0	0	0	8	0	2	5	11	13	12	4	0	3	174	132	0	127
527	0	0	0	0	0	0	1264	43	16	5	6	0	1	10	0	3	1	4	55	33	46	37	81	15
528	0	0	0	0	0	0	0	2	6	1604	2	1	0	0	0	0	0	0	0	0	0	0	1	0
529	2	0	4	0	3	18	0	0	1	0	1	0	0	2	6	5	1	2	1	3	434	378	2	608
530	19	18	152	17	84	233	9	2	11	0	3	0	14	7	151	20	36	18	1	13	333	263	42	52
531	0	0	0	0	0	0	8	649	606	112	208	3	0	0	0	0	0	0	0	1	1	0	1	1
532	0	0	0	2	0	0	1	95	35	1393	39	17	0	2	0	0	0	0	0	0	0	0	0	0
533	130	254	56	81	54	65	0	1	2	0	0	0	379	58	34	41	135	262	0	0	0	0	0	0
534	0	0	0	0	1	0	428	366	463	58	182	11	0	0	0	0	1	2	17	24	5	4	11	6
535	0	0	0	0	0	0	5	315	202	45	656	356	0	0	0	0	0	0	0	0	0	0	0	0
536	6	14	25	3	27	130	0	10	34	29	33	15	68	196	67	194	7	68	9	19	56	56	238	263
537	0	0	0	0	0	0	15	4	6	4	4	0	0	0	0	0	0	0	492	220	220	219	355	37
538	49	10	85	22	146	45	0	2	2	0	2	0	259	359	272	78	75	131	1	0	1	0	0	0
539	0	0	0	0	0	0	36	522	651	29	325	11	0	0	0	0	0	0	0	0	0	0	0	0
540	7	3	8	4	7	76	20	220	41	3	5	5	21	112	37	103	8	15	4	35	47	36	50	87
541	105	114	40	106	371	71	0	0	0	0	1	0	26	55	153	49	188	55	0	0	0	1	0	0
542	0	0	0	1	0	0	117	809	283	26	318	4	0	0	0	1	0	0	1	1	0	0	2	0
543	0	0	0	0	0	0	2	0	12	744	1	24	0	0	0	0	0	0	36	78	146	127	124	264
544	0	2	4	0	0	6	345	530	535	30	63	2	1	3	5	2	1	0	0	2	4	1	10	12
546	0	0	0	0	0	0	0	2	0	1	111	1393	0	0	0	0	0	0	4	9	2	3	16	0
547	378	246	19	55	164	72	0	2	0	1	0	0	29	100	84	32	55	57	0	0	0	0	0	0
548	1	0	0	0	0	0	437	243	360	25	71	3	0	6	0	0	1	0	36	94	50	44	133	30
549	0	0	0	0	0	0	196	95	97	24	25	0	0	4	1	0	0	1	79	382	101	94	298	134
550	0	0	0	0	0	0	37	1	22	72	7	9	0	0	0	0	0	0	18	152	279	225	301	404
551	0	0	0	0	1	1	0	221	13	418	14	38	1	18	6	17	0	0	3	62	22	21	21	190
552	74	43	202	130	184	101	1	1	2	0	0	0	56	124	110	113	43	73	0	1	33	22	4	7
553	1	1	0	2	1	1	17	2	20	1009	10	215	0	5	1	1	0	2	7	104	14	5	80	14
554	6	4	1	5	7	4	215	154	366	14	121	3	2	26	5	6	2	3	169	106	41	61	164	19
555	1	0	1	1	0	1	112	21	1290	21	42	9	1	0	1	1	0	2	2	0	1	0	1	0
556	0	0	0	0	0	0	0	215	3	157	123	929	0	0	0	0	0	0	1	39	16	9	8	1
557	0	0	0	0	0	0	497	378	591	6	25	0	0	0	0	0	0	0	2	0	0	1	0	0
559	0	0	0	0	0	0	14	1	2	6	0	0	0	1	0	0	0	0	141	368	210	204	406	139
560	0	0	0	1	0	0	28	3	14	21	2	1	0	0	0	0	1	0	274	281	195	202	416	50
561	29	26	23	36	71	64	0	0	0	0	0	0	57	348	305	122	106	189	0	0	46	42	1	3
562	36	46	59	75	41	73	0	0	0	0	1	0	445	150	76	143	88	198	0	0	1	6	0	1
